Key,ConceptId,CanonicalTermRU,CurrentTextOrVariant,SourceTermId,SourceFile,SourceKeyOrFunction,ComponentOrModule,ContextOrScreen,TriggerCondition,ReplacementTarget,Notes
CONCEPT_ARGUMENT_TRAINING__ST3_1929,CONCEPT_ARGUMENT_TRAINING,Обучить аргументу,{teacher} обучил(а) {student} аргументу.,ST3_1929,docs/data.js,teach_sent_chat,root,"chat_ui,dm_ui,training_econ04",dynamic_template,Обучить аргументу,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=variables=teacher|student; line=146; forbiddenSynonymMapped=обучил(а)
CONCEPT_ARGUMENT_TRAINING__ST3_3379,CONCEPT_ARGUMENT_TRAINING,Обучить аргументу,Обучить аргументу,ST3_3379,docs/ui/ui-dm.js,btnTeach,ui,"dm_ui,training_econ04",static_string,Обучить аргументу,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=899
CONCEPT_ARGUMENT_TRAINING__ST3_3486,CONCEPT_ARGUMENT_TRAINING,Обучить аргументу,Тренировка аргумента,ST3_3486,docs/ui/ui-menu.js,btn,ui,dm_ui,static_string,Обучить аргументу,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=448; forbiddenSynonymMapped=Тренировка аргумента
CONCEPT_ARGUMENT_TRAINING__ST3_3493,CONCEPT_ARGUMENT_TRAINING,Обучить аргументу,Тренировка аргумента (${price} 💰),ST3_3493,docs/ui/ui-menu.js,price,ui,"dm_ui,price_caps,economy_toasts",dynamic_template,Обучить аргументу,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=variables=price; line=502; forbiddenSynonymMapped=Тренировка аргумента|Тренировка аргумента (${price} 💰)
CONCEPT_COOLDOWN__ST3_1755,CONCEPT_COOLDOWN,кулдаун,Кулдаун до дня ${status.cooldownUntilDay} (ещё ${status.remainingDays || 0} дн.),ST3_1755,AsyncScene/Web/ui/ui-menu.js,if,ui,cooldowns,dynamic_template,кулдаун,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Cooldown; taxonomyCategory=CooldownLabel; inventoryNotes=variables=status.cooldownUntilDay|status.remainingDays || 0; line=479; forbiddenSynonymMapped=Кулдаун|cooldown|ещё ${status.remainingDays|0} дн.
CONCEPT_COOLDOWN__ST3_1761,CONCEPT_COOLDOWN,кулдаун,"Цена ${price} 💰 • ${status.canTrain ? ""доступно"" : formatCooldownText(status)}",ST3_1761,AsyncScene/Web/ui/ui-menu.js,formatCooldownText,ui,"training_econ04,price_caps,cooldowns,economy_toasts",dynamic_template,кулдаун,"STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=variables=price|status.canTrain ? ""доступно"" : formatCooldownText(status); line=504"
CONCEPT_COOLDOWN__ST3_1763,CONCEPT_COOLDOWN,кулдаун,"XP ${xp}, уровень ${level}, кулдаун до дня ${snap.cooldownUntilDay}",ST3_1763,AsyncScene/Web/ui/ui-menu.js,level,ui,cooldowns,dynamic_template,кулдаун,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Cooldown; taxonomyCategory=CooldownLabel; inventoryNotes=variables=xp|level|snap.cooldownUntilDay; line=522; forbiddenSynonymMapped=cooldown|кулдаун до дня
CONCEPT_COOLDOWN__ST3_3488,CONCEPT_COOLDOWN,кулдаун,Кулдаун до дня ${status.cooldownUntilDay} (ещё ${status.remainingDays || 0} дн.),ST3_3488,docs/ui/ui-menu.js,if,ui,cooldowns,dynamic_template,кулдаун,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Cooldown; taxonomyCategory=CooldownLabel; inventoryNotes=variables=status.cooldownUntilDay|status.remainingDays || 0; line=479; forbiddenSynonymMapped=Кулдаун|cooldown|ещё ${status.remainingDays|0} дн.
CONCEPT_COOLDOWN__ST3_3494,CONCEPT_COOLDOWN,кулдаун,"Цена ${price} 💰 • ${status.canTrain ? ""доступно"" : formatCooldownText(status)}",ST3_3494,docs/ui/ui-menu.js,formatCooldownText,ui,"training_econ04,price_caps,cooldowns,economy_toasts",dynamic_template,кулдаун,"STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=variables=price|status.canTrain ? ""доступно"" : formatCooldownText(status); line=504"
CONCEPT_COOLDOWN__ST3_3496,CONCEPT_COOLDOWN,кулдаун,"XP ${xp}, уровень ${level}, кулдаун до дня ${snap.cooldownUntilDay}",ST3_3496,docs/ui/ui-menu.js,level,ui,cooldowns,dynamic_template,кулдаун,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Cooldown; taxonomyCategory=CooldownLabel; inventoryNotes=variables=xp|level|snap.cooldownUntilDay; line=522; forbiddenSynonymMapped=cooldown|кулдаун до дня
CONCEPT_PRICE_CAP__ST3_0308,CONCEPT_PRICE_CAP,лимит,"Cap: max REP на этой неделе. Пополните сверхпойнты, чтобы конвертировать в REP.",ST3_0308,AsyncScene/Web/data.js,rep,root,"respect_econ08,price_caps,economy_toasts",static_string,лимит,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=311; forbiddenSynonymMapped=Cap|max REP
CONCEPT_PRICE_CAP__ST3_0309,CONCEPT_PRICE_CAP,лимит,"Cap: max Points на этой неделе. Используйте, пока не сбросили cap.",ST3_0309,AsyncScene/Web/data.js,points,root,"price_caps,economy_toasts",static_string,лимит,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=312; forbiddenSynonymMapped=Cap|max Points
CONCEPT_PRICE_CAP__ST3_0811,CONCEPT_PRICE_CAP,лимит,Лимит: ${cap}.,ST3_0811,AsyncScene/Web/events.js,capPart,events,"events_voting_crowd,price_caps",dynamic_template,лимит,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=EconomyReason; taxonomyCategory=ReasonName; inventoryNotes=variables=cap; line=1701; forbiddenSynonymMapped=Лимит
CONCEPT_PRICE_CAP__ST3_1261,CONCEPT_PRICE_CAP,лимит,Кап: каждые 5 💰 -> +1 ⭐.,ST3_1261,AsyncScene/Web/state.js,Кап,state,economy_toasts,static_string,лимит,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=4380; forbiddenSynonymMapped=Кап
CONCEPT_PRICE_CAP__ST3_2049,CONCEPT_PRICE_CAP,лимит,"Cap: max REP на этой неделе. Пополните сверхпойнты, чтобы конвертировать в REP.",ST3_2049,docs/data.js,rep,root,"respect_econ08,price_caps,economy_toasts",static_string,лимит,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=311; forbiddenSynonymMapped=Cap|max REP
CONCEPT_PRICE_CAP__ST3_2050,CONCEPT_PRICE_CAP,лимит,"Cap: max Points на этой неделе. Используйте, пока не сбросили cap.",ST3_2050,docs/data.js,points,root,"price_caps,economy_toasts",static_string,лимит,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=312; forbiddenSynonymMapped=Cap|max Points
CONCEPT_PRICE_CAP__ST3_2876,CONCEPT_PRICE_CAP,лимит,Лимит: ${cap}.,ST3_2876,docs/events.js,capPart,events,"events_voting_crowd,price_caps",dynamic_template,лимит,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=EconomyReason; taxonomyCategory=ReasonName; inventoryNotes=variables=cap; line=1690; forbiddenSynonymMapped=Лимит
CONCEPT_PRICE_CAP__ST3_3116,CONCEPT_PRICE_CAP,лимит,Кап: каждые 5 💰 -> +1 ⭐.,ST3_3116,docs/state.js,Кап,state,economy_toasts,static_string,лимит,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=4397; forbiddenSynonymMapped=Кап
CONCEPT_BATTLE_ACTION__ST3_0101,CONCEPT_BATTLE_ACTION,баттл,Баттл с ${oppName}: ${text}.,ST3_0101,AsyncScene/Web/conflict/conflict-core.js,pushSystem,conflict,battle_ui,dynamic_template,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=SystemLine; taxonomyCategory=ActionName; inventoryNotes=variables=oppName|text; line=933
CONCEPT_BATTLE_ACTION__ST3_0105,CONCEPT_BATTLE_ACTION,баттл,Вы попытались забатлить ${name}. Это нарушение порядка. Штраф -${pen} 💰.,ST3_0105,AsyncScene/Web/conflict/conflict-core.js,dmTextRaw,conflict,"dm_ui,economy_toasts",dynamic_template,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=variables=name|pen; line=1076; forbiddenSynonymMapped=забатлить
CONCEPT_BATTLE_ACTION__ST3_0715,CONCEPT_BATTLE_ACTION,баттл,сегодня пахнет баттлами,ST3_0715,AsyncScene/Web/data.js,literal_at_line,root,battle_ui,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=2405
CONCEPT_BATTLE_ACTION__ST3_0719,CONCEPT_BATTLE_ACTION,баттл,баттл это просто разговор с адреналином,ST3_0719,AsyncScene/Web/data.js,literal_at_line,root,battle_ui,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=2409
CONCEPT_BATTLE_ACTION__ST3_0737,CONCEPT_BATTLE_ACTION,баттл,Не прокает: мало 💰 на баттл.,ST3_0737,AsyncScene/Web/data.js,pointsLow,root,"battle_ui,economy_toasts",static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=2432
CONCEPT_BATTLE_ACTION__ST3_0756,CONCEPT_BATTLE_ACTION,баттл,Толпа решает: ${aName} [${aInf}] против ${bName} [${bInf}]. Жми сюда — баттл наверх.,ST3_0756,AsyncScene/Web/data.js,tieAlertLine,root,"battle_ui,events_voting_crowd",dynamic_template,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=ActionName; inventoryNotes=variables=aName|aInf|bName|bInf; line=2463
CONCEPT_BATTLE_ACTION__ST3_0760,CONCEPT_BATTLE_ACTION,баттл,${attackerName} [${attackerInf}] вызвал(а) тебя на баттл. Жми сюда — баттл наверх.,ST3_0760,AsyncScene/Web/data.js,challengedLine,root,battle_ui,dynamic_template,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=variables=attackerName|attackerInf; line=2471
CONCEPT_BATTLE_ACTION__ST3_0862,CONCEPT_BATTLE_ACTION,баттл,"Неон, автоматы и маленькие победы. Здесь конфликт часто выглядит как игра, пока не становится настоящим.",ST3_0862,AsyncScene/Web/game_legacy.js,desc,root,general_interface,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=84; forbiddenSynonymMapped=конфликт
CONCEPT_BATTLE_ACTION__ST3_0884,CONCEPT_BATTLE_ACTION,баттл,Закрывает конфликт без победителя,ST3_0884,AsyncScene/Web/game_legacy.js,id,root,general_interface,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=115; forbiddenSynonymMapped=конфликт
CONCEPT_BATTLE_ACTION__ST3_0928,CONCEPT_BATTLE_ACTION,баттл,Главная механика: вызови кого-то на конфликт кликом по имени в чате.,ST3_0928,AsyncScene/Web/game_legacy.js,механика,root,chat_ui,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ChatLine; taxonomyCategory=ActionName; inventoryNotes=line=476; forbiddenSynonymMapped=конфликт
CONCEPT_BATTLE_ACTION__ST3_0929,CONCEPT_BATTLE_ACTION,баттл,"МVP: конфликты дают ⚡. Позже добавим нити, комнаты и доступы.",ST3_0929,AsyncScene/Web/game_legacy.js,МVP,root,general_interface,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=481; forbiddenSynonymMapped=конфликт
CONCEPT_BATTLE_ACTION__ST3_0930,CONCEPT_BATTLE_ACTION,баттл,"<div class=""meta""><span class=""name"">Конфликт</span><span class=""time"" id=""conflictClock"">--:--</span></div>",ST3_0930,AsyncScene/Web/game_legacy.js,--,root,general_interface,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=508
CONCEPT_BATTLE_ACTION__ST3_0934,CONCEPT_BATTLE_ACTION,баттл,Вызов на конфликт отправит приглашение. Победа забирает <b>1 ⚡</b>.,ST3_0934,AsyncScene/Web/game_legacy.js,safeText,root,"battle_ui,result_cards",static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=ActionName; inventoryNotes=line=571; forbiddenSynonymMapped=конфликт
CONCEPT_BATTLE_ACTION__ST3_0943,CONCEPT_BATTLE_ACTION,баттл,Ты закрыл конфликт картой СЛИНЯЙ.,ST3_0943,AsyncScene/Web/game_legacy.js,logSys,root,general_interface,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=626; forbiddenSynonymMapped=конфликт
CONCEPT_BATTLE_ACTION__ST3_0945,CONCEPT_BATTLE_ACTION,баттл,Конфликт закрыт без победителя.,ST3_0945,AsyncScene/Web/game_legacy.js,pushChat,root,"chat_ui,disabled_states",static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ChatLine; taxonomyCategory=ActionName; inventoryNotes=line=627
CONCEPT_BATTLE_ACTION__ST3_0950,CONCEPT_BATTLE_ACTION,баттл,${challengerName} вызывает ${targetName} на конфликт.,ST3_0950,AsyncScene/Web/game_legacy.js,pushChat,root,chat_ui,dynamic_template,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ChatLine; taxonomyCategory=ActionName; inventoryNotes=variables=challengerName|targetName; line=669; forbiddenSynonymMapped=конфликт
CONCEPT_BATTLE_ACTION__ST3_1028,CONCEPT_BATTLE_ACTION,баттл,Давайте решим вопрос одним конфликтом.,ST3_1028,AsyncScene/Web/game_legacy.js,idea,root,general_interface,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=1145; forbiddenSynonymMapped=конфликт
CONCEPT_BATTLE_ACTION__ST3_1052,CONCEPT_BATTLE_ACTION,баттл,Баттлы,ST3_1052,AsyncScene/Web/index.html,html_text_or_attribute,root,battle_ui,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=BlockTitle; taxonomyCategory=ActionName; inventoryNotes=line=134
CONCEPT_BATTLE_ACTION__ST3_1087,CONCEPT_BATTLE_ACTION,баттл,"ну что, готов к баттлу",ST3_1087,AsyncScene/Web/npcs.js,literal_at_line,root,battle_ui,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Status; taxonomyCategory=ActionName; inventoryNotes=line=154
CONCEPT_BATTLE_ACTION__ST3_1293,CONCEPT_BATTLE_ACTION,баттл,Забаттлить,ST3_1293,AsyncScene/Web/ui-old.js,btnBattle,root,battle_ui,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=414; forbiddenSynonymMapped=баттлить
CONCEPT_BATTLE_ACTION__ST3_1296,CONCEPT_BATTLE_ACTION,баттл,Не провоцируйте конфликт. Сообщайте подозрительных лиц.,ST3_1296,AsyncScene/Web/ui-old.js,dmPushLine,root,dm_ui,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=421; forbiddenSynonymMapped=конфликт
CONCEPT_BATTLE_ACTION__ST3_1331,CONCEPT_BATTLE_ACTION,баттл,"${opp ? opp.name : ""Кто-то""} забаттлил(а) тебя. Выбери ответку!",ST3_1331,AsyncScene/Web/ui-old.js,if,root,battle_ui,dynamic_template,баттл,"STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=variables=opp ? opp.name : ""Кто-то""; line=644"
CONCEPT_BATTLE_ACTION__ST3_1332,CONCEPT_BATTLE_ACTION,баттл,"Выбери вброс, чтобы забаттлить ${opp ? opp.name : ""кого-то""}.",ST3_1332,AsyncScene/Web/ui-old.js,if,root,battle_ui,dynamic_template,баттл,"STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=variables=opp ? opp.name : ""кого-то""; line=645; forbiddenSynonymMapped=баттлить"
CONCEPT_BATTLE_ACTION__ST3_1369,CONCEPT_BATTLE_ACTION,баттл,"Внимание. Похоже, тут бандит. В конфликт лучше не лезть: смывайтесь или отшивайте, если можете.",ST3_1369,AsyncScene/Web/ui-old.js,if,root,reports_cop_flow,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=1073; forbiddenSynonymMapped=конфликт
CONCEPT_BATTLE_ACTION__ST3_1371,CONCEPT_BATTLE_ACTION,баттл,Баттл на площади: ${a.name} [${a.influence || 0}] vs ${b.name} [${b.influence || 0}],ST3_1371,AsyncScene/Web/ui-old.js,title,root,battle_ui,dynamic_template,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=variables=a.name|a.influence || 0|b.name|b.influence || 0; line=1134
CONCEPT_BATTLE_ACTION__ST3_1388,CONCEPT_BATTLE_ACTION,баттл,"Лучше не вступать в конфликт. Гопник утащит 💰, бандит обнулит. Безопаснее смыться или отшить, если можете.",ST3_1388,AsyncScene/Web/ui-old.js,dmPushLine,root,"dm_ui,reports_cop_flow,economy_toasts",static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Toast; taxonomyCategory=ActionName; inventoryNotes=line=1344; forbiddenSynonymMapped=конфликт
CONCEPT_BATTLE_ACTION__ST3_1390,CONCEPT_BATTLE_ACTION,баттл,"слыш, не умничай, выходи на баттл",ST3_1390,AsyncScene/Web/ui-old.js,dmPushLine,root,"battle_ui,dm_ui",static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=1352
CONCEPT_BATTLE_ACTION__ST3_1414,CONCEPT_BATTLE_ACTION,баттл,Пока нельзя: баттл ещё не завершён.,ST3_1414,AsyncScene/Web/ui/ui-battles.js,toast,ui,"battle_ui,cooldowns,economy_toasts,disabled_states",static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Error; taxonomyCategory=ActionName; inventoryNotes=line=1080
CONCEPT_BATTLE_ACTION__ST3_1415,CONCEPT_BATTLE_ACTION,баттл,Баттл не найден.,ST3_1415,AsyncScene/Web/ui/ui-battles.js,toast,ui,"battle_ui,economy_toasts",static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=1084
CONCEPT_BATTLE_ACTION__ST3_1425,CONCEPT_BATTLE_ACTION,баттл,Баттлы,ST3_1425,AsyncScene/Web/ui/ui-battles.js,if,ui,battle_ui,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=BlockTitle; taxonomyCategory=ActionName; inventoryNotes=line=1447
CONCEPT_BATTLE_ACTION__ST3_1428,CONCEPT_BATTLE_ACTION,баттл,Баттл!,ST3_1428,AsyncScene/Web/ui/ui-battles.js,appendChild,ui,battle_ui,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=1577
CONCEPT_BATTLE_ACTION__ST3_1430,CONCEPT_BATTLE_ACTION,баттл,Баттл!,ST3_1430,AsyncScene/Web/ui/ui-battles.js,battleBtn,ui,battle_ui,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=1627
CONCEPT_BATTLE_ACTION__ST3_1435,CONCEPT_BATTLE_ACTION,баттл,Служба безопасности блокирует баттл.${blockerText ?,ST3_1435,AsyncScene/Web/ui/ui-battles.js,msg,ui,battle_ui,dynamic_template,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=BlockTitle; taxonomyCategory=ActionName; inventoryNotes=line=1677
CONCEPT_BATTLE_ACTION__ST3_1437,CONCEPT_BATTLE_ACTION,баттл,Баттл!,ST3_1437,AsyncScene/Web/ui/ui-battles.js,if,ui,battle_ui,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=1810
CONCEPT_BATTLE_ACTION__ST3_1514,CONCEPT_BATTLE_ACTION,баттл,"слыш, не умничай, выходи на баттл",ST3_1514,AsyncScene/Web/ui/ui-boot.js,dmPushLine,ui,"battle_ui,dm_ui",static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=516
CONCEPT_BATTLE_ACTION__ST3_1537,CONCEPT_BATTLE_ACTION,баттл,${a} вызывает ${b} на баттл.,ST3_1537,AsyncScene/Web/ui/ui-chat.js,b,ui,"chat_ui,battle_ui",dynamic_template,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ChatLine; taxonomyCategory=ActionName; inventoryNotes=variables=a|b; line=445
CONCEPT_BATTLE_ACTION__ST3_1630,CONCEPT_BATTLE_ACTION,баттл,Забаттлить,ST3_1630,AsyncScene/Web/ui/ui-dm.js,btnBattle,ui,"battle_ui,dm_ui",static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Button; taxonomyCategory=ActionName; inventoryNotes=line=830; forbiddenSynonymMapped=баттлить
CONCEPT_BATTLE_ACTION__ST3_1633,CONCEPT_BATTLE_ACTION,баттл,Служба безопасности блокирует баттл.${blockerText ?,ST3_1633,AsyncScene/Web/ui/ui-dm.js,dmPushLine,ui,"battle_ui,dm_ui",dynamic_template,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=BlockTitle; taxonomyCategory=ActionName; inventoryNotes=line=846
CONCEPT_BATTLE_ACTION__ST3_1640,CONCEPT_BATTLE_ACTION,баттл,Служба безопасности блокирует баттл.${blockerText ?,ST3_1640,AsyncScene/Web/ui/ui-dm.js,dmPushLine,ui,"battle_ui,dm_ui",dynamic_template,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=BlockTitle; taxonomyCategory=ActionName; inventoryNotes=line=880
CONCEPT_BATTLE_ACTION__ST3_1842,CONCEPT_BATTLE_ACTION,баттл,Баттл с ${oppName}: ${text}.,ST3_1842,docs/conflict/conflict-core.js,pushSystem,conflict,battle_ui,dynamic_template,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=SystemLine; taxonomyCategory=ActionName; inventoryNotes=variables=oppName|text; line=933
CONCEPT_BATTLE_ACTION__ST3_1846,CONCEPT_BATTLE_ACTION,баттл,Вы попытались забатлить ${name}. Это нарушение порядка. Штраф -${pen} 💰.,ST3_1846,docs/conflict/conflict-core.js,dmTextRaw,conflict,"dm_ui,economy_toasts",dynamic_template,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=variables=name|pen; line=1076; forbiddenSynonymMapped=забатлить
CONCEPT_BATTLE_ACTION__ST3_2456,CONCEPT_BATTLE_ACTION,баттл,сегодня пахнет баттлами,ST3_2456,docs/data.js,literal_at_line,root,battle_ui,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=2405
CONCEPT_BATTLE_ACTION__ST3_2460,CONCEPT_BATTLE_ACTION,баттл,баттл это просто разговор с адреналином,ST3_2460,docs/data.js,literal_at_line,root,battle_ui,static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=Other; taxonomyCategory=ActionName; inventoryNotes=line=2409
CONCEPT_BATTLE_ACTION__ST3_2478,CONCEPT_BATTLE_ACTION,баттл,Не прокает: мало 💰 на баттл.,ST3_2478,docs/data.js,pointsLow,root,"battle_ui,economy_toasts",static_string,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResourceName; taxonomyCategory=ResourceName; inventoryNotes=line=2432
CONCEPT_BATTLE_ACTION__ST3_2497,CONCEPT_BATTLE_ACTION,баттл,Толпа решает: ${aName} [${aInf}] против ${bName} [${bInf}]. Жми сюда — баттл наверх.,ST3_2497,docs/data.js,tieAlertLine,root,"battle_ui,events_voting_crowd",dynamic_template,баттл,STEP3_TERMINOLOGY_WHERE_USED_V1; replacement_map_only_no_ui_change; inventoryCategory=ResultCard; taxonomyCategory=ActionName; inventoryNotes=variables=aName|aInf|bName|bInf; line=2463
